pdf_id,archivo,titulo,notebook_A,notebook_B,notebook_C,notebook_D,codex_A,codex_B,codex_C,codex_D,codex_notas,gemini_A,gemini_B,gemini_C,gemini_D,gemini_notas,claude_A,claude_B,claude_C,claude_D,claude_notas,notebook_vs_codex_ABCD,notebook_vs_codex_D,notebook_vs_gemini_ABCD,notebook_vs_gemini_D,notebook_vs_claude_ABCD,notebook_vs_claude_D,D_consenso_4,D_mayoria
41,00509_Ciencia_y_Tecnología_Agropecua_2023.pdf,Sistema de producción del cultivo de arroz en zonas con alta salinidad en suelos y agua,1,0,1,FF clasica,1,0,1,FF clasica,"Hay cálculo de tamaño muestral, pero no procedimiento probabilístico de selección; las conclusiones se proyectan al cantón.",1,0,1,FF clasica,Muestreo de UPA no probabilístico (selección no aleatoria descrita) y extrapolación de resultados a la población del cantón sin advertir limitaciones.,0,0,1,Debilidad importante,"Muestreo probabilístico (método proporciones, IC90%, error 10%) pero vago en especificación; inconsistencia: menciona 113 UPAs pero reporta 126 encuestadas; extrapolación a 2235 UPAs sin discutir limi",igual,igual,igual,igual,difiere,difiere,3_de_4,FF clasica
42,00523_Cuadernos_de_Geografía_Revista_2024.pdf,"Asentamientos informales, regularización y riesgo de desastres en el periurbano del Distrito Metropolitano de Quito - Colinas del Norte",1,0,1,FF clasica,1,0,1,FF clasica,Caso mixto con datos de encuesta no probabilística usados para caracterizar población barrial/política pública.,1,0,1,FF clasica,Muestreo no probabilístico (caso de estudio intencional y encuestas/fichas sin detalle de selección) con extrapolación explícita a asentamientos informales del DMQ sin advertir limitaciones.,0,0,0,No evaluable,"Estudio de caso cualitativo-cuantitativo. Colinas del Norte se selecciona explícitamente como 'caso de estudio típico', no como muestra probabilística. No hay pretensión de inferencia estadística clás",igual,igual,igual,igual,difiere,difiere,3_de_4,FF clasica
43,00529_Cuadernos_de_Geografía_Revista_2023.pdf,"Violencia física contra la mujer durante el confinamiento por COVID-19 en Bogotá, Colombia",1,1,1,FF con reconocimiento,0,0,0,Sin falla relevante,"Puede tener límites de subregistro, pero no es la falla A&C definida: no hay muestreo no probabilístico de participantes con extrapolación.",1,0,1,FF clasica,"El estudio usa datos de denuncias (muestreo no probabilístico) para estimar la probabilidad de violencia en mujeres de Bogotá, extrapolando sin advertir explícitamente la limitación de la muestra.",1,1,1,FF con reconocimiento,"Usa denuncias (muestra conveniencia) para generalizar a mujeres de Bogotá. Reconoce sesgo de no denuncias y acceso desigual, pero extrapola igual.",difiere,difiere,difiere,difiere,igual,igual,2_de_4,FF con reconocimiento
44,00557_Mundo_Amazónico_2024.pdf,"Conflictos armados, medio ambiente y turismo: relaciones entre posacuerdo y aviturismo en Colombia",0,0,0,No evaluable,0,0,0,No evaluable,"No aplicable a A&C; Gemini parece haber castigado extrapolación temática, pero el texto incluso advierte límites de representatividad.",1,0,1,FF clasica,"El artículo utiliza muestreo no probabilístico (entrevistas, datos de ciencia ciudadana) y extrapola explícitamente datos de Bogotá a nivel nacional para estimar avituristas sin advertir claramente la",0,0,0,No evaluable,Artículo de análisis contextual y revisión de literatura sobre turismo post-conflicto. Incluye datos descriptivos e ilustrativos pero sin inferencia estadística formal ni pregunta de generalización de,igual,igual,difiere,difiere,igual,igual,3_de_4,No evaluable
45,00561_Papeles_2026.pdf,Building Independent Technical Reading Skills in English as Foreign Language Students,1,1,1,FF con reconocimiento,1,1,1,FF con reconocimiento,"Reconoce limitaciones, pero mantiene afirmaciones de efectividad transferibles desde una muestra voluntaria de aula.",1,1,1,FF con reconocimiento,"Muestreo por conveniencia y extrapolación a población mayor, aunque se reconoce la limitación de generalizabilidad.",1,1,1,FF con reconocimiento,"Muestreo por conveniencia (44 de 67 estudiantes, una institución chilena). Reconoce ser action research sin generalización pretendida, pero concluye que 'la instrucción de estrategias de lectura mejor",igual,igual,igual,igual,igual,igual,unanimidad,FF con reconocimiento
46,00569_Papeles_2024.pdf,Implementing Inquiry-based Learning through Sustainable Development Goals: A didactic Approach to Foster Learn-ing-to-learn and Citizenship Competencies in EFL,1,1,1,FF con reconocimiento,1,1,1,FF con reconocimiento,"Muestra de aula muy localizada con extrapolación pedagógica amplia, aunque se advierten limitaciones.",1,1,1,FF con reconocimiento,"El estudio usa muestreo no probabilístico (conveniencia, 19 estudiantes de una clase) y, a pesar de reconocer la limitación del número de participantes, generaliza los hallazgos al campo de la educaci",0,0,0,No evaluable,"Estudio de implementación/intervención didáctica localizada en 1 aula (N=19), no estudio de muestreo inferencial. Preguntas de investigación sobre efectividad de método IBL, no sobre representatividad",igual,igual,igual,igual,difiere,difiere,3_de_4,FF con reconocimiento
47,00570_Papeles_2024.pdf,La importancia de los problemas socioambientales y su adecuación en los libros de texto de geografía según la opinión del alumnado,1,1,1,FF con reconocimiento,1,0,0,Debilidad importante,"Hay muestra escolar no probabilística, pero el encuadre explícito como estudio de caso reduce C; no clasifico A&C fuerte.",1,1,1,FF con reconocimiento,"Muestreo no probabilístico (conveniencia) y, aunque se menciona como 'estudio de caso', se extrapolan los resultados a 'los estudiantes' en general y se extraen conclusiones amplias.",1,0,1,FF clasica,"Muestreo de conveniencia de un único centro escolar + pruebas estadísticas (U Mann-Whitney, χ²) + conclusiones generalizadas sin reconocer limitación muestral.",difiere,difiere,igual,igual,difiere,difiere,2_de_4,FF con reconocimiento
48,00593_Revista_Colombiana_de_Educació_2024.pdf,Estrategias metacognitivas y motivación de logro académico en estudiantes universitarios de Arequipa (Perú),1,1,1,FF con reconocimiento,1,0,1,FF clasica,A explícita y conclusiones sobre constructos estudiantiles más allá del grupo intacto.,1,1,1,FF con reconocimiento,"Muestreo no probabilístico de estudiantes de psicología de una universidad privada, pero el título y resumen generalizan a 'estudiantes universitarios de Arequipa'. Se advierte el tipo de muestreo.",1,0,1,FF clasica,"Muestreo no probabilístico (grupos intactos) de 157 estudiantes. Usa inferencia estadística (t de Student, correlación Pearson, regresión lineal). Extrapola a 'estudiantes universitarios' sin adverten",difiere,difiere,igual,igual,difiere,difiere,2_de_4,FF con reconocimiento
49,00598_Revista_Colombiana_de_Educació_2024.pdf,Programas de estímulo como variable predictora de los cambios en la profesión académica en Escuelas Normales de México,1,0,1,FF clasica,1,0,1,FF clasica,El propio método declara búsqueda de generalización pese a cuotas y autoselección.,1,0,1,FF clasica,El estudio utiliza un muestreo no probabilístico por cuotas y explícitamente busca la generalización de resultados a la población de académicos normalistas de México sin advertir las limitaciones de e,1,0,1,FF clasica,"Muestreo no probabilístico por cuotas (312/1422) con extrapolación explícita a profesión académica normalista de México. El artículo afirma ""permite inferir"" cambios en toda la población sin reconocer",igual,igual,igual,igual,igual,igual,unanimidad,FF clasica
50,00618_Revista_Colombiana_de_Tecnolog_2026.pdf,La interactividad estudiantil y compromiso académico en campus virtuales de instituciones de educación superior,1,1,1,FF con reconocimiento,1,0,1,FF clasica,Encuesta no probabilística con modelo confirmatorio y extrapolación institucional/regional.,1,0,1,FF clasica,Muestreo no probabilístico intencional con inferencia estadística y extrapolación de resultados a la población de estudiantes de educación superior virtual sin advertir explícitamente la limitación de,1,0,0,Debilidad importante,"Muestreo intencional sin probabilidad usado para validar modelo estructural. No advierten limitación fundamental: Cochran es probabilístico, pero usan intencional. Sin extrapolación explícita a poblac",difiere,difiere,difiere,difiere,difiere,difiere,2_de_4,FF clasica
51,00621_Revista_UIS_Ingenierías_2025.pdf,"Costo de capital y rentabilidad de los activos de las micro, pequeñas y medianas empresas comerciales (MIPYMES) en Bogotá",0,1,1,Sin falla relevante,1,0,1,FF clasica,Muestra empresarial documental no probabilística/por disponibilidad con inferencia sectorial.,1,0,1,FF clasica,Muestreo no probabilístico (por disponibilidad de datos) y extrapolación explícita a la población de MIPYMES comerciales en Bogotá sin advertir las limitaciones.,1,0,0,Debilidad importante,"Muestreo aparentemente no probabilístico (empresas de bases administrativas SIREM/PIE/SIIS) sin descripción clara de selección. Reporta promedios (11.6%, 7.8%) sin intervalos/incertidumbre. No extrapo",difiere,difiere,difiere,difiere,difiere,difiere,2_de_4,FF clasica
52,00643_Tecnura_2025.pdf,"Etapas de la gestión tecnológica orientada a la resolución de problemas industriales en la minería de arcilla en La Guajira, Colombia",1,0,1,FF clasica,1,0,1,FF clasica,Cinco casos/minas y trabajadores no seleccionados probabilísticamente sostienen conclusiones departamentales.,1,0,1,FF clasica,"El estudio seleccionó 5 minas de forma no probabilística, definiéndolas como su 'población'. Sin embargo, las conclusiones se extrapolan explícitamente a todas las minas de arcilla en La Guajira sin a",1,0,1,FF clasica,"Muestreo no probabilístico (5 minas por conveniencia, n=72 trabajadores, sin justificación) con extrapolación a 'minería de arcilla en La Guajira'. No advierte limitaciones de validez externa.",igual,igual,igual,igual,igual,igual,unanimidad,FF clasica
53,00649_Tecnura_2023.pdf,Aprendiendo programación de computadores a partir de STEAMRW en ingeniería de sistemas,1,0,1,FF clasica,1,0,1,FF clasica,Diseño de aula por conveniencia con extrapolación pedagógica fuerte.,1,0,1,FF clasica,Muestreo no probabilístico (conveniencia) de estudiantes de una universidad específica. Las conclusiones se extrapolan a docentes de ingeniería en general sin advertir las limitaciones de la muestra.,1,0,1,FF clasica,Muestreo de conveniencia (cursos asignados al docente). Extrapola recomendaciones a 'docentes ingenieros de programas de Ingeniería' sin advertir sobre límites de validez externa o generalización.,igual,igual,igual,igual,igual,igual,unanimidad,FF clasica
54,00655_Tropical_Grasslands-Forrajes_T_2024.pdf,Farmers’ evaluation and economic viability of Urochloa grasses  grown on Nitosol and Vertisol in middle elevations in Ethiopia,1,0,1,FF clasica,1,0,1,FF clasica,Componente participativo con agricultores seleccionados intencionalmente y recomendaciones productivas generales.,1,0,1,FF clasica,Muestreo de agricultores no probabilístico (por conveniencia/intencional) y se extrapolan sus preferencias y viabilidad económica a una población mayor de agricultores sin advertir la limitación.,0,0,0,No evaluable,"Experimento agrícola de campo con diseño RCBD validado. Evalúa variedades de pastos, no población epidemiológica/social con muestreo inferencial.",igual,igual,igual,igual,difiere,difiere,3_de_4,FF clasica
55,00659_Tropical_Grasslands-Forrajes_T_2023.pdf,Palatabilidad relativa de leñosas forrajeras representativas del bosque seco tropical utilizando un método de cafetería,1,0,1,FF clasica,0,0,0,Sin falla relevante,"Experimento controlado con especies/forrajes, no encuesta o muestra humana no probabilística; las recomendaciones reconocen condiciones similares.",1,0,1,FF clasica,"Muestreo de conveniencia de 5 bovinos sin advertir limitaciones, extrapolando resultados a una población mayor de ganado y a técnicos/ganaderos.",0,0,0,No evaluable,"Experimento de evaluación técnica con animales. Los 5 bovinos son unidades experimentales para caracterizar propiedades de 20 especies forrajeras seleccionadas intencionalmente, no muestra poblacional",difiere,difiere,igual,igual,difiere,difiere,2_de_4,FF clasica
56,00673_Revista_Andina_de_Educación_2026.pdf,Navigating the New Normal: Faculty Perception of Trust and Risks in Adopting Generative Artificial Intelligence in Higher Education,1,1,1,FF con reconocimiento,1,1,1,FF con reconocimiento,"El artículo reconoce que el muestreo por conveniencia afecta representatividad, pero aun así deriva recomendaciones generales.",1,1,1,FF con reconocimiento,"Muestreo no probabilístico (conveniencia) para población objetivo (profesores universitarios en Pakistán). Se reconoce la limitación del muestreo, pero se infiere a la población general.",1,1,1,FF con reconocimiento,Muestreo de conveniencia explícito en 550 profesores pakistaníes. Autores reconocen que 'non-probability technique lacks rigor' pero ejecutan SEM e infieren sobre población sin limitar conclusiones.,igual,igual,igual,igual,igual,igual,unanimidad,FF con reconocimiento
57,00674_Revista_Andina_de_Educación_2025.pdf,Autopercepción y autorregulación de la calidad de vida del estudiantado de escuelas primarias beneficiarios de un programa social en Chile,1,1,1,FF con reconocimiento,1,1,1,FF con reconocimiento,"Reconoce que el muestreo restringe generalización, pero mantiene implicaciones para programa y salud mental infantil.",1,1,0,Debilidad importante,"Muestreo no probabilístico intencionado, pero los autores reconocen explícitamente que restringe la generalización de los resultados. No hay extrapolación explícita de los hallazgos.",1,1,1,FF con reconocimiento,"Muestreo intencionado no probabilístico (n=444, 3 comunas). Extrapola a 'estudiantado de educación primaria' sin especificar alcance. Advierte limitaciones pero generaliza igual.",igual,igual,difiere,difiere,igual,igual,3_de_4,FF con reconocimiento
58,00676_Revista_Andina_de_Educación_2025.pdf,Comparación de actividades conectadas y desconectadas en la enseñanza del pensamiento computacional a futuros docentes,1,1,1,FF con reconocimiento,0,0,1,Debilidad importante,"Hay extrapolación pedagógica, pero no falla A porque trabaja con censo de la población definida; lo clasifico como no A&C fuerte.",1,0,1,FF clasica,"El estudio usa una muestra de conveniencia (65 estudiantes de una universidad) y generaliza explícitamente a programas de formación de profesores en la región, sin advertir las limitaciones de su mues",1,0,1,FF clasica,Muestra de conveniencia de una universidad chilena (n=65) extrapolada explícitamente a programas de Latinoamérica sin advertencias sobre limitaciones de validez externa.,difiere,difiere,difiere,difiere,difiere,difiere,2_de_4,FF clasica
